accession	mechanism
P32763	unassigned
P32768	unassigned
P32821	zymogen_protease
P32822	zymogen_protease
P32824	zymogen_protease
P32826	zymogen_protease
P32926	convertase
P32950	convertase
P32951	convertase
P33094	convertase
P33146	convertase
P33151	convertase
P33182	unassigned
P33185	unassigned
P33186	unassigned
P33376	zymogen_protease
P33378	zymogen_protease
P33434	zymogen_protease
P33435	zymogen_protease
P33436	zymogen_protease
P33439	negative
P33555	unassigned
P33573	negative
P33587	convertase
P33619	zymogen_protease
P33680	unassigned
P33689	negative
P33712	unassigned
P33715	convertase
P33717	unassigned
P33718	convertase
P33719	convertase
P33720	convertase
P33721	convertase
P33722	convertase
P33745	negative
P33890	unassigned
P34004	unassigned
P34007	unassigned
P34026	unassigned
P34032	negative
P34034	unassigned
P34067	unassigned
P34068	unassigned
P34069	unassigned
P34098	zymogen_protease
P34115	unassigned
P34116	unassigned
P34129	convertase
P34130	convertase
P34131	convertase
P34165	unassigned
P34405	unassigned
P34806	unassigned
P34950	unassigned
P34960	zymogen_protease
P34963	unassigned
P34964	convertase
P34965	unassigned
P34966	unassigned
P35003	zymogen_protease
P35004	zymogen_protease
P35005	zymogen_protease
P35031	zymogen_protease
P35034	zymogen_protease
P35035	zymogen_protease
P35036	zymogen_protease
P35037	zymogen_protease
P35038	zymogen_protease
P35039	convertase
P35040	convertase
P35041	zymogen_protease
P35042	zymogen_protease
P35044	zymogen_protease
P35045	zymogen_protease
P35046	zymogen_protease
P35047	zymogen_protease
P35049	zymogen_protease
P35052	unassigned
P35053	unassigned
P35070	unassigned
P35211	zymogen_protease
P35230	unassigned
P35231	unassigned
P35318	convertase
P35335	zymogen_protease
P35347	negative_context
P35433	unassigned
P35454	negative
P35455	negative
P35459	unassigned
P35460	unassigned
P35461	unassigned
P35518	unassigned
P35555	unassigned
P35556	unassigned
P35581	convertase
P35587	zymogen_protease
P35588	zymogen_protease
P35618	unassigned
P35709	unassigned
P35722	negative
P35747	convertase
P35807	negative
P35808	negative
P35835	zymogen_protease
P35846	unassigned
P35860	unassigned
P35869	unassigned
P35903	convertase
P36060	unassigned
P36091	unassigned
P36170	unassigned
P36178	zymogen_protease
P36184	zymogen_protease
P36190	convertase
P36192	convertase
P36217	unassigned
P36218	unassigned
P36361	unassigned
P36368	zymogen_protease
P36369	zymogen_protease
P36373	zymogen_protease
P36374	zymogen_protease
P36375	zymogen_protease
P36376	zymogen_protease
P36400	zymogen_protease
P36491	unassigned
P36499	unassigned
P36500	unassigned
P36501	unassigned
P36560	unassigned
P36775	zymogen_protease
P36914	unassigned
P37042	negative
P37044	negative
P37045	unassigned
P37085	negative
P37194	negative_context
P37212	unassigned
P37302	zymogen_protease
P37890	zymogen_protease
P37891	zymogen_protease
P38248	unassigned
P38567	unassigned
P38568	unassigned
P38571	unassigned
P38575	convertase
P38578	unassigned
P38579	unassigned
P38580	unassigned
P38616	unassigned
P38624	zymogen_protease
P38739	negative_context
P38832	unassigned
P38836	unassigned
P38844	unassigned
P38894	unassigned
P38977	negative_context
P39041	zymogen_protease
P39045	zymogen_protease
P39047	unassigned
P39058	unassigned
P39084	convertase
P39105	unassigned
P39180	negative_context
P39652	unassigned
P39675	zymogen_protease
P39690	unassigned
P39712	unassigned
P39790	zymogen_protease
P39900	zymogen_protease
P39905	convertase
P39982	negative_context
P40006	negative_context
P40092	unassigned
P40147	convertase
P40148	convertase
P40199	unassigned
P40221	unassigned
P40242	unassigned
P40243	unassigned
P40244	unassigned
P40247	unassigned
P40249	unassigned
P40251	unassigned
P40252	unassigned
P40256	unassigned
P40257	unassigned
P40258	unassigned
P40304	unassigned
P40306	zymogen_protease
P40313	zymogen_protease
P40552	unassigned
P40583	convertase
P40756	convertase
P40795	negative_context
P40842	convertase
P40844	convertase
P40849	unassigned
P40933	unassigned
P40953	unassigned
P40975	unassigned
P41221	unassigned
P41245	zymogen_protease
P41246	zymogen_protease
P41319	convertase
P41327	negative
P41362	zymogen_protease
P41363	zymogen_protease
P41365	convertase
P41413	convertase
P41520	convertase
P41539	convertase
P41540	convertase
P41547	convertase
P41598	unassigned
P41643	unassigned
P41738	unassigned
P41740	unassigned
P41748	zymogen_protease
P41749	zymogen_protease
P41750	zymogen_protease
P41855	convertase
P41870	convertase
P41876	convertase
P41964	unassigned
P42098	convertase
P42099	convertase
P42166	negative
P42167	negative
P42210	zymogen_protease
P42211	zymogen_protease
P42278	zymogen_protease
P42279	zymogen_protease
P42280	zymogen_protease
P42574	zymogen_protease
P42633	negative
P42634	unassigned
P42662	zymogen_protease
P42674	convertase
P42723	unassigned
P42785	zymogen_protease
P42835	unassigned
P42854	unassigned
P42889	unassigned
P42890	unassigned
P42915	negative_context
P43030	unassigned
P43076	unassigned
P43093	convertase
P43094	convertase
P43095	convertase
P43145	convertase
P43150	zymogen_protease
P43153	zymogen_protease
P43154	zymogen_protease
P43157	zymogen_protease
P43159	zymogen_protease
P43163	zymogen_protease
P43212	zymogen_protease
P43231	zymogen_protease
P43232	zymogen_protease
P43233	zymogen_protease
P43234	zymogen_protease
P43235	zymogen_protease
P43236	zymogen_protease
P43298	negative_context
P43306	negative
P43322	unassigned
P43434	zymogen_protease
P43443	convertase
P43477	zymogen_protease
P43497	unassigned
P43507	zymogen_protease
P43508	zymogen_protease
P43509	zymogen_protease
P43510	zymogen_protease
P43527	zymogen_protease
P43648	unassigned
P43683	unassigned
P44084	negative_context
P44572	negative_context
P45114	negative_context
P45452	zymogen_protease
P45453	unassigned
P45644	convertase
P45652	negative
P45653	negative
P45656	negative
P45762	unassigned
P45773	unassigned
P45781	unassigned
P45884	convertase
P46156	unassigned
P46157	unassigned
P46158	unassigned
P46193	negative
P46242	unassigned
P46444	negative_context
P46591	unassigned
P46593	unassigned
P46657	unassigned
P46895	unassigned
P46992	unassigned
P46999	convertase
P47001	convertase
P47033	unassigned
P47099	negative
P47178	unassigned
P47179	unassigned
P47212	convertase
P47291	negative_context
P47476	unassigned
P47710	negative
P47749	unassigned
P47777	unassigned
P47797	zymogen_protease
P47851	convertase
P47852	unassigned
P47853	unassigned
P47932	convertase
P47969	convertase
P47983	convertase
P47984	convertase
P48030	unassigned
P48038	zymogen_protease
P48052	zymogen_protease
P48068	unassigned
P48092	unassigned
P48097	convertase
P48098	convertase
P48143	convertase
P48144	convertase
P48183	unassigned
P48187	unassigned
P48188	unassigned
P48265	unassigned
P48283	unassigned
P48284	unassigned
P48299	convertase
P48346	unassigned
P48503	unassigned
P48540	convertase
P48560	unassigned
P48645	convertase
P48678	unassigned
P48679	unassigned
P48733	unassigned
P48737	negative
P48756	convertase
P48757	convertase
P48798	unassigned
P48800	unassigned
P48819	negative_context
P48827	convertase
P48830	convertase
P48831	convertase
P48832	convertase
P48834	convertase
P48845	unassigned
P49012	convertase
P49046	zymogen_protease
P49062	negative_context
P49064	convertase
P49065	convertase
P49112	unassigned
P49125	negative_context
P49126	unassigned
P49127	convertase
P49188	convertase
P49192	negative
P49275	zymogen_protease
P49276	zymogen_protease
P49291	unassigned
P49369	unassigned
P49460	unassigned
P49472	unassigned
P49513	unassigned
P49575	zymogen_protease
P49616	unassigned
P49662	zymogen_protease
P49670	convertase
P49794	negative
P49822	convertase
P49862	zymogen_protease
P49921	negative
P49927	unassigned
P49931	unassigned
P49935	zymogen_protease
P49983	unassigned
P50144	convertase
P50145	convertase
P50155	unassigned
P50175	convertase
P50272	negative_context
P50280	zymogen_protease
P50281	convertase
P50282	zymogen_protease
P50325	unassigned
P50343	zymogen_protease
P50495	unassigned
P50496	unassigned
P50497	unassigned
P50498	unassigned
P50499	unassigned
P50593	unassigned
P50622	convertase
P50704	unassigned
P50705	unassigned
P50707	unassigned
P50708	unassigned
P50711	unassigned
P50713	unassigned
P50714	unassigned
P50715	unassigned
P50716	unassigned
P50725	convertase
P50757	zymogen_protease
P50899	unassigned
P50982	unassigned
P50985	unassigned
P51212	unassigned
P51317	unassigned
P51356	unassigned
P51446	unassigned
P51447	unassigned
P51456	convertase
P51457	unassigned
P51459	convertase
P51460	convertase
P51461	convertase
P51511	convertase
P51512	convertase
P51559	convertase
P51588	zymogen_protease
P51641	unassigned
P51653	unassigned
P51654	unassigned
P51655	unassigned
P51662	negative
P51688	negative_context
P51693	negative
P51694	convertase
P51740	unassigned
P51759	unassigned
P51764	unassigned
P51765	unassigned
P51779	zymogen_protease
P51780	unassigned
P51865	unassigned
P51917	negative
P51918	negative
P51919	negative
P51921	negative
P51922	negative
P51923	negative
P51924	negative
P51925	negative
P52113	unassigned
P52114	unassigned
P52115	zymogen_protease
P52176	zymogen_protease
P52211	convertase
P52212	convertase
P52401	unassigned
P52407	unassigned
P52700	unassigned
P52710	zymogen_protease
P52711	zymogen_protease
P52718	zymogen_protease
P52719	zymogen_protease
P52754	unassigned
P52793	unassigned
P52794	unassigned
P52797	unassigned
P52798	unassigned
P52801	unassigned
P52802	unassigned
P52803	unassigned
P52804	unassigned
P52823	unassigned
P52826	unassigned
P52905	zymogen_protease
P52961	unassigned
P53007	unassigned
P53140	unassigned
P53219	unassigned
P53301	unassigned
P53334	convertase
P53346	convertase
P53347	convertase
P53366	convertase
P53379	zymogen_protease
P53510	negative_context
P53511	negative_context
P53601	negative
P53621	negative
P53626	convertase
P53634	zymogen_protease
P53690	convertase
P53785	convertase
P53786	convertase
P53813	convertase
P53815	negative_context
P53872	unassigned
P54097	unassigned
P54197	unassigned
P54422	zymogen_protease
P54615	convertase
P54624	zymogen_protease
P54625	zymogen_protease
P54627	zymogen_protease
P54628	zymogen_protease
P54629	zymogen_protease
P54630	zymogen_protease
P54639	zymogen_protease
P54640	zymogen_protease
P54660	unassigned
P54796	unassigned
P54826	unassigned
P54828	unassigned
P54877	negative
P54958	zymogen_protease
P55085	unassigned
P55086	unassigned
P55089	convertase
P55090	convertase
P55091	zymogen_protease
P55095	convertase
P55097	zymogen_protease
P55099	convertase
P55113	convertase
P55206	convertase
P55207	convertase
P55208	negative
P55210	zymogen_protease
P55211	zymogen_protease
P55212	zymogen_protease
P55213	zymogen_protease
P55214	zymogen_protease
P55252	unassigned
P55259	unassigned
P55261	zymogen_protease
P55280	convertase
P55284	convertase
P55285	convertase
P55286	convertase
P55287	convertase
P55288	convertase
P55289	convertase
P55291	convertase
P55302	negative_context
P55314	unassigned
P55319	negative
P55320	negative
P55325	zymogen_protease
P55330	unassigned
P55369	negative_context
P55790	unassigned
P55806	zymogen_protease
P55807	zymogen_protease
P55854	unassigned
P55865	zymogen_protease
P55867	zymogen_protease
P55885	convertase
P55939	unassigned
P55956	zymogen_protease
P55963	unassigned
P56159	unassigned
P56161	unassigned
P56174	convertase
P56249	unassigned
P56254	unassigned
P56283	convertase
P56308	unassigned
P56318	unassigned
P56348	unassigned
P56386	unassigned
P56388	negative
P56413	unassigned
P56469	unassigned
P56473	unassigned
P56488	unassigned
P56529	convertase
P56626	unassigned
P56633	unassigned
P56636	unassigned
P56638	unassigned
P56639	unassigned
P56640	unassigned
P56650	unassigned
P56674	zymogen_protease
P56676	unassigned
P56688	negative
P56708	unassigned
P56712	unassigned
P56713	unassigned
P56714	convertase
P56778	unassigned
P56782	unassigned
P56817	zymogen_protease
P56818	zymogen_protease
P56819	zymogen_protease
P56852	unassigned
P56942	negative
P56943	negative
P56973	unassigned
P56974	unassigned
P57039	unassigned
P57096	unassigned
P57719	unassigned
P57748	zymogen_protease
P57774	negative
P57785	convertase
P58019	unassigned
P58068	negative_context
P58073	convertase
P58248	negative_context
P58273	unassigned
P58454	unassigned
P58455	unassigned
P58457	unassigned
P58502	zymogen_protease
P58514	unassigned
P58519	unassigned
P58550	negative_context
P58560	unassigned
P58583	unassigned
P58599	zymogen_protease
P58604	unassigned
P58784	unassigned
P58786	unassigned
P58787	unassigned
P58806	unassigned
P58808	unassigned
P58809	unassigned
P58811	unassigned
P58844	convertase
P58846	convertase
P58911	unassigned
P58913	convertase
P58917	unassigned
P58920	unassigned
P58922	unassigned
P58924	unassigned
P58925	convertase
P58927	convertase
P59082	unassigned
P59097	unassigned
P59261	unassigned
P59262	unassigned
P59359	unassigned
P59367	unassigned
P59368	unassigned
P59406	zymogen_protease
P59665	unassigned
P59666	unassigned
P59833	unassigned
P59888	zymogen_protease
P59906	unassigned
P59914	unassigned
P60016	convertase
P60022	unassigned
P60023	unassigned
P60030	unassigned
P60031	unassigned
P60032	unassigned
P60041	convertase
P60042	convertase
P60242	unassigned
P60243	unassigned
P60252	convertase
P60253	convertase
P60272	unassigned
P60274	unassigned
P60523	negative
P60529	negative
P60530	negative
P60590	unassigned
P60755	unassigned
P60756	unassigned
P60761	negative
P60775	negative_context
P60827	negative_context
P60852	convertase
P60924	unassigned
P60976	convertase
P60980	unassigned
P61103	convertase
P61104	unassigned
P61116	unassigned
P61118	unassigned
P61148	unassigned
P61149	unassigned
P61261	unassigned
P61262	unassigned
P61263	unassigned
P61276	zymogen_protease
P61277	zymogen_protease
P61278	convertase
P61279	convertase
P61282	unassigned
P61312	convertase
P61364	negative
P61365	negative
P61366	negative
P61409	unassigned
P61516	convertase
P61640	negative_context
P61766	unassigned
P61767	unassigned
P61768	unassigned
P61849	convertase
P61855	convertase
P61871	convertase
P61872	convertase
P61914	convertase
P61915	convertase
P62177	unassigned
P62178	unassigned
P62179	unassigned
P62180	unassigned
P62181	unassigned
P62182	unassigned
P62326	negative
P62327	negative
P62328	negative
P62329	negative
P62530	unassigned
P62531	unassigned
P62804	negative
P62903	unassigned
P62926	unassigned
P62927	unassigned
P62928	unassigned
P62929	unassigned
P62930	unassigned
P62931	unassigned
P63105	negative
P63106	negative
P63107	negative
P63108	negative
P63109	negative
P63110	negative
P63111	negative
P63112	negative
P63152	convertase
P63153	convertase
P63182	negative
P63186	zymogen_protease
P63239	convertase
P63240	convertase
P63292	unassigned
P63298	convertase
P65830	unassigned
P65831	unassigned
P66125	unassigned
P66126	unassigned
P66133	unassigned
P66134	unassigned
P66135	unassigned
P66136	unassigned
P66137	unassigned
P66139	unassigned
P67788	negative
P67815	negative
P67816	negative
P67817	negative
P67818	negative
P67861	unassigned
P67863	unassigned
P67934	convertase
P67968	negative
P67969	negative
P67970	convertase
P67971	negative
P67972	convertase
P67973	negative
P67974	negative
P67986	unassigned
P67987	unassigned
P67988	unassigned
P67989	unassigned
P67992	unassigned
P67993	unassigned
P67994	unassigned
P67995	unassigned
P67996	unassigned
P67997	unassigned
P68235	negative
P68236	negative
P68237	negative
P68241	negative_context
P68243	negative
P68245	negative
P68248	convertase
P68259	convertase
P68407	unassigned
P68408	unassigned
P68409	unassigned
P68421	unassigned
P68424	unassigned
P68425	unassigned
P68426	unassigned
P68500	unassigned
P68577	unassigned
P68827	zymogen_protease
P68871	negative
P68987	negative
P68988	negative
P68989	negative
P68990	negative
P68991	negative
P68992	negative
P69014	negative
P69015	negative
P69021	convertase
P69031	unassigned
P69045	convertase
P69046	negative
P69047	negative
P69048	negative
P69049	negative_context
P69051	unassigned
P69052	unassigned
P69107	negative
P69108	negative
P69109	negative
P69155	negative
P69156	negative
P69157	negative
P69192	zymogen_protease
P69193	zymogen_protease
P69327	convertase
P69328	convertase
P69391	unassigned
P69498	convertase
P69499	convertase
P69500	convertase
P69501	convertase
P69550	unassigned
P69551	unassigned
P69556	unassigned
P69557	unassigned
P69560	unassigned
P69561	unassigned
P69562	unassigned
P69563	unassigned
P69564	unassigned
P69565	unassigned
P69657	unassigned
P69693	unassigned
P69694	unassigned
P69745	unassigned
P69747	convertase
P69748	convertase
P69749	convertase
P69750	convertase
P69751	convertase
P69753	convertase
P69754	unassigned
P69755	convertase
P69757	convertase
P69758	unassigned
P69759	unassigned
P69760	unassigned
P69761	unassigned
P69762	convertase
P69763	convertase
P69764	unassigned
P69769	convertase
P69770	unassigned
P69905	negative
P69906	negative
P69907	negative
P69928	convertase
P69930	convertase
P69939	unassigned
P69940	negative
P70059	zymogen_protease
P70074	negative
P70107	unassigned
P70160	convertase
P70180	unassigned
P70195	zymogen_protease
P70269	zymogen_protease
P70296	negative
P70343	zymogen_protease
P70375	convertase
P70380	unassigned
P70407	convertase
P70408	convertase
P70458	unassigned
P70555	negative_context
P70664	unassigned
P70668	unassigned
P70677	zymogen_protease
P70699	unassigned
P71001	unassigned
P72507	unassigned
P74765	unassigned
P74977	unassigned
P75458	unassigned
P77802	negative_context
P77935	unassigned
P78722	unassigned
P78735	zymogen_protease
P79076	unassigned
P79085	negative_context
P79110	unassigned
P79141	unassigned
P79227	zymogen_protease
P79287	zymogen_protease
P79307	negative
P79357	unassigned
P79695	convertase
P79727	unassigned
P79728	unassigned
P79762	convertase
P79799	unassigned
P79874	convertase
P79875	convertase
P79876	convertase
P79897	unassigned
P79995	convertase
P80009	zymogen_protease
P80010	zymogen_protease
P80025	convertase
P80057	zymogen_protease
P80060	negative
P80067	zymogen_protease
P80090	convertase
P80111	convertase
P80196	zymogen_protease
P80209	zymogen_protease
P80214	unassigned
P80324	negative_context
P80344	convertase
P80345	convertase
P80391	unassigned
P80398	convertase
P80399	convertase
P80470	unassigned
P80511	negative
P80569	unassigned
P80696	unassigned
P80703	convertase
P80708	unassigned
P80710	unassigned
P80713	unassigned
P80734	unassigned
P80735	unassigned
P80884	zymogen_protease
P80957	convertase
P80966	unassigned
P81025	convertase
P81043	negative
P81172	convertase
P81191	negative
P81214	zymogen_protease
P81264	convertase
P81277	convertase
P81278	convertase
P81286	zymogen_protease
P81322	unassigned
P81323	unassigned
P81335	unassigned
P81363	unassigned
P81401	convertase
P81423	negative
P81428	convertase
P81446	unassigned
P81453	zymogen_protease
P81485	convertase
P81497	zymogen_protease
P81498	zymogen_protease
P81564	convertase
P81565	convertase
P81592	convertase
P81602	unassigned
P81603	convertase
P81605	zymogen_protease
P81615	convertase
P81623	negative_context
P81656	negative_context
P81694	unassigned
P81695	unassigned
P81790	unassigned
P81791	unassigned
P81792	unassigned
P81793	unassigned
P81872	convertase
P81881	negative
P81941	unassigned
P82102	unassigned
P82103	unassigned
P82106	unassigned
P82268	convertase
P82269	convertase
P82282	negative
P82284	negative
P82285	negative
P82286	negative
P82319	unassigned
P82320	unassigned
P82358	convertase
P82465	unassigned
P82476	convertase
P82644	negative_context
P82683	unassigned
P82705	unassigned
P82706	unassigned
P82717	negative_context
P82807	convertase
P82951	unassigned
P82959	unassigned
P83055	negative
P83056	negative
P83057	negative
P83059	negative
P83060	negative
P83080	convertase
P83081	convertase
P83082	convertase
P83083	convertase
P83084	convertase
P83118	negative_context
P83211	unassigned
P83228	unassigned
P83234	unassigned
P83253	unassigned
P83264	negative
P83265	negative
P83288	unassigned
P83303	unassigned
P83313	unassigned
P83370	zymogen_protease
P83403	negative
P83404	convertase
P83455	unassigned
P83493	zymogen_protease
P83495	zymogen_protease
P83544	negative_context
P83548	unassigned
P83556	negative_context
P83558	convertase
P83560	convertase
P83561	unassigned
P83562	unassigned
P83580	convertase
P83615	zymogen_protease
P83719	convertase
P83748	zymogen_protease
P83755	unassigned
P83756	unassigned
P83859	unassigned
P83860	unassigned
P83862	unassigned
P83919	unassigned
P83964	unassigned
P83974	unassigned
P84189	unassigned
P84213	convertase
P84276	convertase
P84348	convertase
P84349	convertase
P84350	convertase
P84527	negative
P84567	convertase
P84572	convertase
P84698	negative
P84704	convertase
P84707	convertase
P84715	unassigned
P84808	unassigned
P84845	convertase
P84899	unassigned
P84900	negative
P85013	convertase
P85025	negative
P85070	convertase
P85071	convertase
P85079	unassigned
P85171	unassigned
P85247	unassigned
P85253	unassigned
P85254	unassigned
P85255	unassigned
P85256	unassigned
P85257	unassigned
P85258	unassigned
P85259	unassigned
P85261	negative
P85527	convertase
P85797	convertase
P85798	convertase
P85828	negative
P85831	negative
P85840	negative
P85882	convertase
P85883	convertase
P85886	unassigned
P85966	unassigned
P86013	unassigned
P86037	convertase
P86038	convertase
P86039	convertase
P86040	convertase
P86047	unassigned
P86093	convertase
P86110	unassigned
P86146	unassigned
P86147	unassigned
P86183	unassigned
P86185	convertase
P86186	convertase
P86187	convertase
P86188	convertase
P86189	convertase
P86399	unassigned
P86400	unassigned
P86435	negative
P86437	negative
P86442	convertase
P86471	unassigned
P86475	unassigned
P86476	unassigned
P86483	convertase
P86546	convertase
P86547	convertase
P86716	unassigned
P86717	unassigned
P86718	unassigned
P86719	unassigned
P86720	unassigned
P86789	negative_context
P86821	convertase
P86822	negative
P86841	unassigned
P86842	unassigned
P86899	unassigned
P86956	negative_context
P86994	convertase
P87068	unassigned
P87252	unassigned
P87287	negative_context
P87352	negative
P87384	convertase
P87385	convertase
P89116	zymogen_protease
P91793	convertase
P91797	convertase
P91863	convertase
P91896	convertase
P91963	negative
P91964	negative
P92547	unassigned
P93217	unassigned
P93218	unassigned
P93328	unassigned
P93329	unassigned
P93395	zymogen_protease
P93543	negative
P93761	unassigned
P94416	unassigned
P94421	negative_context
P94664	unassigned
P94853	unassigned
P95316	unassigned
P95317	unassigned
P95318	unassigned
P96787	unassigned
P96989	unassigned
P97291	convertase
P97297	convertase
P97326	convertase
P97463	unassigned
P97467	convertase
P97527	unassigned
P97528	unassigned
P97553	unassigned
P97574	unassigned
P97604	unassigned
P97605	unassigned
P97636	unassigned
P97708	convertase
P97766	unassigned
P97785	unassigned
P97821	zymogen_protease
P97864	zymogen_protease
P97873	convertase
P98063	convertase
P98068	convertase
P98069	convertase
P98074	zymogen_protease
P98131	unassigned
P98133	unassigned
P98136	unassigned
P98137	unassigned
P98139	convertase
P99026	unassigned
P99164	unassigned
P9WEM8	negative
P9WEM9	negative
P9WEN0	negative
P9WEN1	negative
P9WEN2	negative
P9WEN3	negative
P9WEN4	negative
P9WEW3	zymogen_protease
P9WEW4	zymogen_protease
P9WHQ6	unassigned
P9WHQ7	unassigned
P9WHT8	zymogen_protease
P9WHT9	zymogen_protease
P9WIN6	unassigned
P9WIN7	unassigned
P9WK08	unassigned
P9WK09	unassigned
P9WK67	negative_context
P9WLS0	negative_context
Q00046	unassigned
Q00050	unassigned
Q00193	convertase
Q00363	unassigned
Q00410	unassigned
Q00446	zymogen_protease
Q00493	convertase
Q00499	unassigned
Q00518	unassigned
Q00643	negative
Q00652	unassigned
Q00663	convertase
Q00676	convertase
Q00689	zymogen_protease
Q00783	unassigned
Q00829	unassigned
Q00871	zymogen_protease
Q00945	negative
Q00948	convertase
Q00991	unassigned
Q01129	unassigned
Q01177	convertase
Q01284	unassigned
Q01294	zymogen_protease
Q01366	unassigned
Q01381	negative_context
Q01413	unassigned
Q01416	unassigned
Q01493	unassigned
Q01524	unassigned
Q01580	unassigned
Q01589	unassigned
Q01594	unassigned
Q01662	zymogen_protease
Q01693	zymogen_protease
Q01721	unassigned
Q01758	unassigned
Q01819	unassigned
Q01833	negative
Q01889	unassigned
Q01957	zymogen_protease
Q01958	zymogen_protease
Q01972	zymogen_protease
Q01MB6	unassigned
Q02246	unassigned
Q02297	unassigned
Q02307	unassigned
Q02413	convertase
Q02747	negative
Q02765	zymogen_protease
Q02786	unassigned
Q02815	unassigned
Q02816	unassigned
Q02844	zymogen_protease
Q02853	convertase
Q02ZA6	unassigned
Q03023	zymogen_protease
Q03029	unassigned
Q03091	unassigned
Q03110	unassigned
Q03157	negative
Q03168	zymogen_protease
Q03178	convertase
Q03180	convertase
Q03197	unassigned
Q03198	unassigned
Q03199	unassigned
Q03333	convertase
Q03405	unassigned
Q03420	convertase
Q03464	unassigned
Q03467	unassigned
Q03483	negative
Q03515	unassigned
Q03517	negative
Q03643	unassigned
Q03644	unassigned
Q03645	unassigned
Q03646	unassigned
Q03655	unassigned
Q03674	unassigned
Q03699	zymogen_protease
Q03700	zymogen_protease
Q03763	convertase
Q03856	negative
Q03877	unassigned
Q03964	negative
Q03994	unassigned
Q03FZ9	unassigned
Q03M32	unassigned
Q04215	negative
Q04433	unassigned
Q04469	convertase
Q04521	negative_context
Q04592	convertase
Q04617	negative
Q04620	unassigned
Q04706	negative
Q04940	negative
Q04951	convertase
Q04KI2	unassigned
Q05031	unassigned
Q05164	unassigned
Q05439	unassigned
Q05538	unassigned
Q05685	unassigned
Q05744	zymogen_protease
Q05755	zymogen_protease
Q05777	unassigned
Q05806	unassigned
Q058G9	unassigned
Q05915	unassigned
Q05927	unassigned
Q05928	unassigned
Q06031	zymogen_protease
Q06076	negative
Q06077	negative
Q06084	unassigned
Q06135	unassigned
Q06141	unassigned
Q06145	convertase
Q06175	unassigned
Q06186	unassigned
Q06202	negative
Q06203	unassigned
Q06303	unassigned
Q06304	unassigned
Q06305	unassigned
Q06306	unassigned
Q06601	convertase
Q06902	zymogen_protease
Q06922	unassigned
Q06AS9	unassigned
Q06AV4	negative
Q06B79	convertase
Q06FW0	unassigned
Q06FX8	unassigned
Q06FY1	unassigned
Q06GR4	unassigned
Q06GS7	unassigned
Q06GT0	unassigned
Q06H01	unassigned
Q06H14	unassigned
Q06H17	unassigned
Q06J16	unassigned
Q06J66	unassigned
Q06PM8	convertase
Q06RD5	unassigned
Q06RE8	unassigned
Q06RF1	unassigned
Q06SD2	unassigned
Q06SD3	unassigned
Q06ZW0	unassigned
Q07009	zymogen_protease
Q07053	unassigned
Q07121	unassigned
Q07123	unassigned
Q07162	zymogen_protease
Q07212	unassigned
Q07276	zymogen_protease
Q07287	convertase
Q07295	zymogen_protease
Q072L6	zymogen_protease
Q072L7	zymogen_protease
Q07338	unassigned
Q07409	unassigned
Q07425	unassigned
Q07456	negative_context
Q07488	unassigned
Q07490	unassigned
Q07662	negative
Q07663	negative
Q07731	convertase
Q07929	unassigned
Q07932	unassigned
Q07943	zymogen_protease
Q07988	unassigned
Q07990	unassigned
Q07G43	unassigned
Q08002	zymogen_protease
Q08108	unassigned
Q08121	unassigned
Q08169	zymogen_protease
Q08193	unassigned
Q08264	unassigned
Q08271	unassigned
Q08397	convertase
Q08406	unassigned
Q08535	convertase
Q08537	convertase
Q08668	unassigned
Q08676	unassigned
Q08697	negative_context
Q08761	convertase
Q08890	zymogen_protease
Q08906	unassigned
Q08907	unassigned
Q08DJ5	convertase
Q08DY9	zymogen_protease
Q09118	unassigned
Q09140	negative_context
Q09175	convertase
Q09180	convertase
Q09367	convertase
Q09490	unassigned
Q09553	unassigned
Q09626	convertase
Q09627	convertase
Q09628	convertase
Q09840	unassigned
Q09841	zymogen_protease
Q09982	convertase
Q09FY1	unassigned
Q09G66	unassigned
Q09JK2	unassigned
Q09MI2	unassigned
Q09MJ5	unassigned
Q09MJ8	unassigned
Q09T02	unassigned
Q09X21	unassigned
Q09X34	unassigned
Q09X37	unassigned
Q0AWJ2	unassigned
Q0C7P6	unassigned
Q0CMU3	zymogen_protease
Q0DAS9	unassigned
Q0EAE5	convertase
Q0G9M3	unassigned
Q0G9N6	unassigned
Q0G9N9	unassigned
Q0G9W6	unassigned
Q0G9X9	unassigned
Q0G9Y2	unassigned
Q0GY43	unassigned
Q0GY44	unassigned
Q0GY45	unassigned
Q0GY46	unassigned
Q0H293	convertase
Q0H8Y6	unassigned
Q0I3Q2	negative_context
Q0I7J2	unassigned
Q0I910	unassigned
Q0I912	unassigned
Q0IDF4	unassigned
Q0II73	zymogen_protease
Q0IU52	zymogen_protease
Q0IUL4	unassigned
Q0JF21	unassigned
Q0MWV8	convertase
Q0N4U3	unassigned
Q0N4U4	unassigned
Q0N4U5	unassigned
Q0N4U7	unassigned
Q0N4U8	unassigned
Q0P3J1	unassigned
Q0P3J6	unassigned
Q0P3Q1	unassigned
Q0PMG2	unassigned
Q0RLT7	zymogen_protease
Q0SIF9	zymogen_protease
Q0SR53	unassigned
Q0SRD5	zymogen_protease
Q0T9Q5	negative_context
Q0THN1	unassigned
Q0TKK4	zymogen_protease
Q0TLT4	negative_context
Q0TNI4	unassigned
Q0TNR9	zymogen_protease
Q0TU55	zymogen_protease
