accession	mechanism
Q95323	unassigned
Q95LI0	convertase
Q95M08	unassigned
Q95M33	unassigned
Q95ME4	unassigned
Q95P48	convertase
Q95PA1	unassigned
Q96575	zymogen_protease
Q96A98	convertase
Q96PL2	unassigned
Q96S79	unassigned
Q96TS6	unassigned
Q96VC4	zymogen_protease
Q96WY0	unassigned
Q97T80	zymogen_protease
Q98892	unassigned
Q99013	unassigned
Q99320	unassigned
Q99V45	zymogen_protease
Q9AD93	unassigned
Q9AR88	unassigned
Q9AYP9	unassigned
Q9BA49	unassigned
Q9BBU1	unassigned
Q9BBU3	unassigned
Q9BDJ5	unassigned
Q9BPA9	unassigned
Q9BPE9	unassigned
Q9BPI0	unassigned
Q9BPJ7	convertase
Q9BQR3	zymogen_protease
Q9BZD7	unassigned
Q9C169	unassigned
Q9C3Y4	unassigned
Q9C4B4	unassigned
Q9C5D3	unassigned
Q9C5S0	unassigned
Q9C7U5	unassigned
Q9C8A4	unassigned
Q9C9A3	unassigned
Q9CQ52	zymogen_protease
Q9CQ86	unassigned
Q9CQC2	unassigned
Q9CQW3	convertase
Q9CQX2	unassigned
Q9CRA0	unassigned
Q9D106	zymogen_protease
Q9D7R7	zymogen_protease
Q9D8T3	unassigned
Q9DAS9	unassigned
Q9DER7	zymogen_protease
Q9DET7	convertase
Q9DF56	unassigned
Q9DGD4	unassigned
Q9ER63	unassigned
Q9ERA7	convertase
Q9F930	unassigned
Q9FFH6	unassigned
Q9FHQ6	unassigned
Q9FJ13	unassigned
Q9FJU9	unassigned
Q9FK16	unassigned
Q9FMH8	zymogen_protease
Q9FPR2	unassigned
Q9FRF9	unassigned
Q9FS10	unassigned
Q9FSV7	unassigned
Q9FY19	zymogen_protease
Q9FY78	unassigned
Q9FZ54	unassigned
Q9GK16	unassigned
Q9GKE1	zymogen_protease
Q9GLR0	convertase
Q9GLR1	convertase
Q9GLV5	convertase
Q9GM50	zymogen_protease
Q9GM96	convertase
Q9GM97	convertase
Q9GPQ8	unassigned
Q9GPS3	unassigned
Q9GU58	convertase
Q9H1Z8	convertase
Q9H3G5	zymogen_protease
Q9H4B8	unassigned
Q9HE04	unassigned
Q9HF51	unassigned
Q9HF54	unassigned
Q9HF56	unassigned
Q9I8X2	zymogen_protease
Q9IAY2	zymogen_protease
Q9JHJ7	zymogen_protease
Q9JHW0	zymogen_protease
Q9JLT2	unassigned
Q9JMC3	unassigned
Q9K163	zymogen_protease
Q9K5K3	unassigned
Q9KI13	unassigned
Q9KKA3	unassigned
Q9KMU6	zymogen_protease
Q9KWM4	unassigned
Q9KWN0	unassigned
Q9L5D6	zymogen_protease
Q9LE56	zymogen_protease
Q9LEH8	unassigned
Q9LF57	unassigned
Q9LII0	unassigned
Q9LIP2	zymogen_protease
Q9LJD9	unassigned
Q9LJU1	unassigned
Q9LU08	convertase
Q9LUS7	unassigned
Q9LVJ1	zymogen_protease
Q9LVM9	unassigned
Q9LXW3	zymogen_protease
Q9LY91	unassigned
Q9LYF6	unassigned
Q9LZX4	unassigned
Q9LZZ9	unassigned
Q9M088	unassigned
Q9M0A1	unassigned
Q9M0I0	unassigned
Q9M0S4	unassigned
Q9M2Y0	unassigned
Q9M373	unassigned
Q9MAP7	zymogen_protease
Q9MTP9	unassigned
Q9MUT6	unassigned
Q9MUW0	unassigned
Q9MVE5	unassigned
Q9MYV1	convertase
Q9MYY0	unassigned
Q9MZD5	unassigned
Q9MZS8	zymogen_protease
Q9N2D0	unassigned
Q9N2D1	zymogen_protease
Q9N2D2	zymogen_protease
Q9N2D3	zymogen_protease
Q9N2D4	zymogen_protease
Q9N2E9	convertase
Q9N2F0	convertase
Q9N2F1	convertase
Q9NBW2	unassigned
Q9NDE7	convertase
Q9NFZ2	unassigned
Q9P358	zymogen_protease
Q9P359	zymogen_protease
Q9P4W3	zymogen_protease
Q9P4W4	zymogen_protease
Q9P6S0	unassigned
Q9PRG0	unassigned
Q9PSX7	unassigned
Q9PT75	convertase
Q9PTA1	unassigned
Q9PU29	convertase
Q9PU41	convertase
Q9PUG7	unassigned
Q9PUG8	unassigned
Q9PVK7	zymogen_protease
Q9PVK9	zymogen_protease
Q9PW36	zymogen_protease
Q9PWJ0	zymogen_protease
Q9QUP5	unassigned
Q9QY05	convertase
Q9QYJ0	unassigned
Q9QYN3	zymogen_protease
Q9QYZ9	zymogen_protease
Q9QZY5	unassigned
Q9R013	zymogen_protease
Q9R087	unassigned
Q9R0R1	unassigned
Q9R157	unassigned
Q9RQJ2	unassigned
Q9SI57	unassigned
Q9SJ81	unassigned
Q9SJL2	unassigned
Q9SJY7	unassigned
Q9SL04	unassigned
Q9STL5	zymogen_protease
Q9STQ3	unassigned
Q9SU13	unassigned
Q9SUL1	zymogen_protease
Q9SUS9	zymogen_protease
Q9SUT0	zymogen_protease
Q9SW27	unassigned
Q9SZ51	unassigned
Q9T076	unassigned
Q9T351	unassigned
Q9TL35	unassigned
Q9TNF7	unassigned
Q9TNF8	unassigned
Q9TRM8	convertase
Q9TRY9	unassigned
Q9TST2	convertase
Q9TST3	convertase
Q9TSZ1	zymogen_protease
Q9TU18	unassigned
Q9TU25	unassigned
Q9TU73	unassigned
Q9TUX7	convertase
Q9TV36	unassigned
Q9TWM7	unassigned
Q9TYW1	unassigned
Q9U3S9	zymogen_protease
Q9U3Z3	convertase
Q9U6X1	convertase
Q9U6Z6	convertase
Q9UK08	unassigned
Q9UR19	zymogen_protease
Q9UV63	unassigned
Q9V751	convertase
Q9V8G0	unassigned
Q9VCW0	convertase
Q9VN93	zymogen_protease
Q9VP48	unassigned
Q9VT52	convertase
Q9VT53	convertase
Q9VTM6	unassigned
Q9W4Z4	convertase
Q9W6V2	unassigned
Q9W7S2	zymogen_protease
Q9WTL0	convertase
Q9WU67	unassigned
Q9WUU7	zymogen_protease
Q9WVM6	convertase
Q9WYZ1	zymogen_protease
Q9XEB5	unassigned
Q9XSL6	zymogen_protease
Q9XSQ7	unassigned
Q9XSR0	unassigned
Q9XUV0	zymogen_protease
Q9XYR5	convertase
Q9XZC0	convertase
Q9XZK2	unassigned
Q9XZK5	convertase
Q9Y1U9	convertase
Q9YGJ8	zymogen_protease
Q9YGS1	zymogen_protease
Q9YH26	unassigned
Q9YIB4	unassigned
Q9Z0L4	unassigned
Q9Z0M3	convertase
Q9Z0T3	unassigned
Q9Z1Q4	unassigned
Q9Z2G7	unassigned
Q9ZQG9	unassigned
Q9ZQI8	unassigned
Q9ZT16	unassigned
Q9ZU91	unassigned
Q9ZUF6	zymogen_protease
R4IR27	zymogen_protease
S6CWV8	unassigned
S6D3A7	unassigned
S7Q0E7	unassigned
T2KNC2	unassigned
W0THY6	unassigned
W4VSA0	unassigned
W4VSF6	convertase
W5U5X5	unassigned
W8GNV3	unassigned
X5IWT5	unassigned
A0A023W0B6	convertase
A0A023W140	convertase
A0A023W157	convertase
A0A024QYT3	unassigned
A0A024SIB3	unassigned
A0A059J5P2	convertase
A0A084G2W8	convertase
A0A088MI62	convertase
A0A088SG62	unassigned
A0A090CRQ9	unassigned
A0A096P2H4	unassigned
A0A096ZEC9	unassigned
A0A0A0V633	unassigned
A0A0A0V662	unassigned
A0A0A0VBR5	unassigned
A0A0B4JDK1	unassigned
A0A0B5A7P2	convertase
A0A0B5A8Q2	convertase
A0A0B5AC86	convertase
A0A0B5AC90	convertase
A0A0B5ADT3	convertase
A0A0B5ADU4	convertase
A0A0C4G4L1	convertase
A0A0E3SVE7	unassigned
A0A0F7YYV0	convertase
A0A0H3H546	unassigned
A0A0H3H7Y9	unassigned
A0A0H3HDD6	unassigned
A0A0K1IRS6	unassigned
A0A0N7KBN8	unassigned
A0A125S9M5	unassigned
A0A142I730	unassigned
A0A144LVL3	unassigned
A0A144LVM3	unassigned
A0A178U9T0	convertase
A0A193H2X2	convertase
A0A193H327	convertase
A0A193H329	convertase
A0A193H361	convertase
A0A193H362	convertase
A0A193H365	convertase
A0A193H395	convertase
A0A193H396	convertase
A0A193H397	convertase
A0A1B0GTK4	unassigned
A0A1B0GVD1	unassigned
A0A1B7XV12	unassigned
A0A1D3IXJ5	convertase
A0A1P8AVP6	convertase
A0A1P8B1G7	convertase
A0A1P8BD36	convertase
A0A1P8BH24	convertase
A0A1P8VFM2	unassigned
A0A1R3S3A8	unassigned
A0A1S6EK92	unassigned
A0A1Z4VJI9	unassigned
A0A291NVT7	unassigned
A0A2D1P890	unassigned
A0A2I0BRF1	zymogen_protease
A0A2I6EDL2	unassigned
A0A2I6EDL4	convertase
A0A2I6EDM8	convertase
A0A2U8JCR5	unassigned
A0A2Y9GHM8	unassigned
A0A330KUG5	convertase
A0A330KW27	convertase
A0A331	unassigned
A0A346CED7	unassigned
A0A348G5V8	unassigned
A0A348G5V9	unassigned
A0A348G5W1	unassigned
A0A348G5W2	unassigned
A0A348G6I7	unassigned
A0A3G3C7R5	unassigned
A0A3G3C7S0	unassigned
A0A3G3C7S2	unassigned
A0A3G3C7T5	unassigned
A0A3G3C7U1	unassigned
A0A3G3C7U2	unassigned
A0A3G3C7U4	unassigned
A0A3G3C7U7	unassigned
A0A3G3C7U9	convertase
A0A3G3C7V0	unassigned
A0A3G3C7V6	convertase
A0A3G3C7V7	unassigned
A0A3G5BIB4	unassigned
A0A3G5BID2	unassigned
A0A3S9V8K6	convertase
A0A3S9V8L7	convertase
A0A3S9V8L9	convertase
A0A4C3GMC1	unassigned
A0A4P8XV20	unassigned
A0A509ALH1	zymogen_protease
A0A509APC7	zymogen_protease
A0A509AWX2	zymogen_protease
A0A5P9K461	convertase
A0A5P9K470	convertase
A0A5P9K5G4	convertase
A0A6B7FA07	convertase
A0A6B7FBD3	convertase
A0A6B7FEJ3	convertase
A0A6G9KHD1	unassigned
A0A6G9KHE4	unassigned
A0A6M3Z4D9	unassigned
A0A6M3Z4E7	unassigned
A0A6M3Z4R1	unassigned
A0A6M3Z4R4	unassigned
A0A6M3Z541	unassigned
A0A6M3Z9I6	unassigned
A0A6M6R9M4	unassigned
A0A7M6UNN1	unassigned
A0A804HLA8	unassigned
A0A8J9SEV3	unassigned
A0A976SLN7	unassigned
A0A976XJR9	unassigned
A0A9W3HR39	unassigned
A0A9W3HR52	unassigned
A0B5B1	zymogen_protease
A0C767	unassigned
A0E358	zymogen_protease
A0JNQ7	unassigned
A0JWY6	zymogen_protease
A0LU50	zymogen_protease
A0PQT3	zymogen_protease
A0QFB5	zymogen_protease
A0RU86	zymogen_protease
A0RXV1	zymogen_protease
A0RZB4	unassigned
A0SIX6	convertase
A0SN38	convertase
A0SN42	convertase
A0SN45	convertase
A0SPI0	unassigned
A0SPI1	unassigned
A0T0G9	unassigned
A0ZT93	unassigned
A0ZZ31	unassigned
A1C4M2	zymogen_protease
A1C7B5	unassigned
A1C948	zymogen_protease
A1CBR4	zymogen_protease
A1CIA7	zymogen_protease
A1CIU4	convertase
A1CIV8	zymogen_protease
A1CSU3	unassigned
A1CUJ5	zymogen_protease
A1CVV8	zymogen_protease
A1CVX6	convertase
A1D145	zymogen_protease
A1D9K5	zymogen_protease
A1DA48	convertase
A1DAQ2	zymogen_protease
A1DBW0	zymogen_protease
A1DDK1	zymogen_protease
A1DGH9	unassigned
A1DHY9	unassigned
A1DP75	zymogen_protease
A1E9R0	unassigned
A1E9Z4	unassigned
A1KKF3	zymogen_protease
A1KXI1	zymogen_protease
A1L453	zymogen_protease
A1R6Q7	zymogen_protease
A1RSJ8	zymogen_protease
A1RTI7	zymogen_protease
A1RWY6	zymogen_protease
A1RX71	zymogen_protease
A1SK13	zymogen_protease
A1TAP4	zymogen_protease
A1UHS7	zymogen_protease
A1X8B6	unassigned
A1XFV1	unassigned
A1XIH0	zymogen_protease
A1XIH1	zymogen_protease
A1XIH3	zymogen_protease
A1XIH4	zymogen_protease
A1XIH5	zymogen_protease
A1XIH6	zymogen_protease
A1XIM1	zymogen_protease
A1XIM2	zymogen_protease
A1XIM5	zymogen_protease
A1XIM6	zymogen_protease
A1XQU1	zymogen_protease
A1ZB62	unassigned
A1ZB63	unassigned
A1ZB64	unassigned
A2BN24	zymogen_protease
A2BN27	zymogen_protease
A2Q7V4	zymogen_protease
A2QAH3	zymogen_protease
A2QBB6	zymogen_protease
A2QBQ3	unassigned
A2QCV8	zymogen_protease
A2QL39	zymogen_protease
A2QPN1	unassigned
A2QZA2	unassigned
A2R2G1	zymogen_protease
A2R3L3	zymogen_protease
A2R5S4	zymogen_protease
A2R8F8	zymogen_protease
A2RVM8	unassigned
A2SS78	zymogen_protease
A2T329	unassigned
A2TJV2	unassigned
A2V9Z4	convertase
A2VE33	unassigned
A2WK50	unassigned
A2XHZ9	unassigned
A2XXR7	unassigned
A2YS06	unassigned
A2ZC67	zymogen_protease
A3CUS9	zymogen_protease
A3DN21	zymogen_protease
A3DN27	zymogen_protease
A3LSY7	zymogen_protease
A3MS44	zymogen_protease
A3MXQ6	zymogen_protease
A3PAU3	unassigned
A3Q193	zymogen_protease
A4FBY1	zymogen_protease
A4FYA5	zymogen_protease
A4GGA1	unassigned
A4GYQ5	unassigned
A4H220	convertase
A4H221	convertase
A4H222	convertase
A4H223	convertase
A4IIL4	unassigned
A4QJB1	unassigned
A4QJJ5	unassigned
A4QJS9	unassigned
A4QK14	unassigned
A4QKA1	unassigned
A4QKI8	unassigned
A4QKS7	unassigned
A4QL15	unassigned
A4QLA2	unassigned
A4QLJ0	unassigned
A4QLS9	unassigned
A4QWP8	zymogen_protease
A4R640	zymogen_protease
A4RPY8	zymogen_protease
A4TB64	zymogen_protease
A4V8W0	zymogen_protease
A4WH05	zymogen_protease
A4WMZ0	zymogen_protease
A4X3P0	zymogen_protease
A4X744	zymogen_protease
A4YIE0	zymogen_protease
A4YJ04	zymogen_protease
A5A752	convertase
A5AB21	zymogen_protease
A5D9W7	zymogen_protease
A5GJU5	unassigned
A5GTY5	unassigned
A5H1G9	unassigned
A5IS15	unassigned
A5IS16	unassigned
A5IS17	unassigned
A5U4D6	zymogen_protease
A5UM14	zymogen_protease
A5WP84	zymogen_protease
A5YCB8	zymogen_protease
A5YCB9	zymogen_protease
A6BM30	unassigned
A6H5G7	unassigned
A6MM32	unassigned
A6MMB8	unassigned
A6MMK3	unassigned
A6MMU0	unassigned
A6MVT2	unassigned
A6MWS9	unassigned
A6NIZ1	unassigned
A6P331	unassigned
A6QG32	unassigned
A6QPN6	unassigned
A6RCF5	unassigned
A6REE0	zymogen_protease
A6RGA0	zymogen_protease
A6RUD7	zymogen_protease
A6SBW7	convertase
A6U0U6	unassigned
A6U0U7	unassigned
A6U0U8	unassigned
A6USJ3	zymogen_protease
A6UT20	zymogen_protease
A6VK02	zymogen_protease
A6W970	zymogen_protease
A6XN32	unassigned
A6YF56	convertase
A6YG77	unassigned
A6ZKM4	unassigned
A6ZL22	unassigned
A6ZP43	zymogen_protease
A6ZQH3	convertase
A6ZQH4	convertase
A6ZQH6	zymogen_protease
A6ZXR1	unassigned
A6ZY20	unassigned
A6ZZ54	zymogen_protease
A6ZZG0	convertase
A6ZZG1	convertase
A7E8H4	unassigned
A7ETG2	zymogen_protease
A7EUC0	unassigned
A7F4H5	zymogen_protease
A7F811	convertase
A7GT16	zymogen_protease
A7I841	zymogen_protease
A7KE01	zymogen_protease
A7KII6	zymogen_protease
A7LAC6	zymogen_protease
A7LAC7	zymogen_protease
A7M8Z7	unassigned
A7M962	unassigned
A7RJ12	convertase
A7RMN1	convertase
A7SRR3	convertase
A7UDM9	unassigned
A7UKV5	zymogen_protease
A7UKV6	zymogen_protease
A7UKV9	zymogen_protease
A7UKW1	zymogen_protease
A7WNV3	convertase
A7WNV4	convertase
A7WNV5	convertase
A7WNV6	convertase
A7WNV7	convertase
A7X146	unassigned
A7X148	unassigned
A7X149	unassigned
A7Y3C5	unassigned
A7Z070	unassigned
A7Z6W8	zymogen_protease
A8AA46	zymogen_protease
A8AB58	zymogen_protease
A8B5P0	convertase
A8DY01	convertase
A8E7N9	convertase
A8FFD9	zymogen_protease
A8LH54	zymogen_protease
A8M2A3	zymogen_protease
A8M8R5	zymogen_protease
A8MBW0	zymogen_protease
A8MRU6	convertase
A8NU18	unassigned
A8QL53	zymogen_protease
A8QL57	zymogen_protease
A8SE99	unassigned
A8W3C0	unassigned
A8W3I3	unassigned
A8XAD0	unassigned
A8Y7N4	convertase
A8Y7N7	convertase
A8Y7N8	convertase
A8Y7N9	unassigned
A8Y7P5	unassigned
A8Y9F6	unassigned
A8Z1R0	unassigned
A8Z1R1	unassigned
A9A2U7	zymogen_protease
A9A4A1	zymogen_protease
A9A788	zymogen_protease
A9CB18	convertase
A9CB89	unassigned
A9CB94	unassigned
A9L992	unassigned
A9LYI1	unassigned
A9P3S1	unassigned
A9UGV5	unassigned
A9UGV6	unassigned
A9UGV7	unassigned
A9VHU8	zymogen_protease
A9WNA0	unassigned
A9WSI1	zymogen_protease
B0CPC6	unassigned
B0L0Y5	unassigned
B0R4C8	zymogen_protease
B0XPA1	zymogen_protease
B0XPP3	zymogen_protease
B0XRS8	unassigned
B0XTU6	unassigned
B0Y081	zymogen_protease
B0Y1V8	zymogen_protease
B0Y473	zymogen_protease
B0Y4X9	convertase
B0Y4Z4	zymogen_protease
B0Y708	zymogen_protease
B0Y9E2	zymogen_protease
B0YAH0	zymogen_protease
B0YED6	zymogen_protease
B0YEV0	convertase
B0YPN8	unassigned
B0Z4M1	unassigned
B0Z4V5	unassigned
B0Z539	unassigned
B0Z5C3	unassigned
B0ZE70	unassigned
B1A931	unassigned
B1L6S7	zymogen_protease
B1L6X8	zymogen_protease
B1MAI2	zymogen_protease
B1NRQ9	unassigned
B1NRR0	unassigned
B1NRR1	unassigned
B1NRR2	unassigned
B1NRR3	unassigned
B1NTP4	unassigned
B1NWE6	unassigned
B1P1A5	unassigned
B1P1A7	unassigned
B1P1A8	unassigned
B1P1B0	unassigned
B1P1B1	unassigned
B1P1B2	unassigned
B1P1B3	unassigned
B1P1B4	unassigned
B1P1B7	unassigned
B1P1B8	unassigned
B1P1B9	unassigned
B1P1C4	unassigned
B1P1C6	unassigned
B1P1C7	unassigned
B1P1C9	unassigned
B1P1D4	unassigned
B1P1E4	unassigned
B1P1F0	unassigned
B1P1F1	unassigned
B1P1F7	unassigned
B1P1F8	unassigned
B1P1F9	unassigned
B1P1G4	unassigned
B1P1H2	unassigned
B1P1H3	unassigned
B1P1H4	unassigned
B1P1I2	unassigned
B1P1I5	unassigned
B1P1I6	unassigned
B1VKG9	unassigned
B1W306	zymogen_protease
B1XIP3	unassigned
B1XMC3	unassigned
B1YA36	zymogen_protease
B1YDJ0	zymogen_protease
B2AWD5	zymogen_protease
B2B3P6	zymogen_protease
B2HFV6	zymogen_protease
B2LMI9	unassigned
B2MW54	convertase
B2RKU0	zymogen_protease
B2RM93	zymogen_protease
B2WKF1	zymogen_protease
B2WKX9	zymogen_protease
B2WMR5	zymogen_protease
B2X1W8	unassigned
B2XWK1	unassigned
B2Y1U6	unassigned
B2ZB95	convertase
B2ZB98	convertase
B2ZB99	convertase
B2ZBA1	convertase
B2ZBB8	unassigned
B3DL37	unassigned
B3EWG0	convertase
B3EWH6	unassigned
B3EWT0	unassigned
B3EWX6	unassigned
B3F0J0	unassigned
B3FIA5	convertase
B3H587	unassigned
B3KYH5	convertase
B3KYH6	convertase
B3LFK1	zymogen_protease
B3LPW4	convertase
B3LQU0	convertase
B3LQU1	convertase
B3SVF0	unassigned
B3SVF1	unassigned
B3TNB9	unassigned
B3V0K8	zymogen_protease
B3VZU2	convertase
B3VZU4	convertase
B4HEM4	unassigned
B4JFU8	unassigned
B4KB60	unassigned
B4NJ72	unassigned
B4YSU8	unassigned
B5A9S9	convertase
B5A9T1	unassigned
B5IEE5	zymogen_protease
B5LMM0	unassigned
B5LVL2	unassigned
B5MFD0	unassigned
B5VE42	unassigned
B5VGZ3	zymogen_protease
B5VL26	convertase
B5VL27	convertase
B5VL29	zymogen_protease
B6CPR5	convertase
B6DCT3	unassigned
B6DT16	convertase
B6E465	convertase
B6H233	unassigned
B6H3H1	zymogen_protease
B6HL60	zymogen_protease
B6HPP6	zymogen_protease
B6HY14	convertase
B6K9M7	unassigned
B6Q972	unassigned
B6QAN5	zymogen_protease
B6S2X0	convertase
B6S2X2	convertase
B6V865	zymogen_protease
B6V867	zymogen_protease
B6V873	zymogen_protease
B6V874	zymogen_protease
B6V9X0	zymogen_protease
B6VA81	zymogen_protease
B6VA84	zymogen_protease
B6VA85	zymogen_protease
B6VA86	zymogen_protease
B6VA87	zymogen_protease
B6YSW2	zymogen_protease
B6YXV3	zymogen_protease
B7HCU7	zymogen_protease
B7HPM0	zymogen_protease
B7IYH4	zymogen_protease
B7JNV3	zymogen_protease
B7ZK61	zymogen_protease
B8D673	zymogen_protease
B8D683	zymogen_protease
B8GG66	zymogen_protease
B8H8L6	zymogen_protease
B8M044	zymogen_protease
B8M2K0	unassigned
B8MF81	zymogen_protease
B8N7S7	unassigned
B8N7Z8	zymogen_protease
B8N8M2	zymogen_protease
B8NBP9	unassigned
B8NC58	zymogen_protease
B8NCQ5	unassigned
B8NJB2	convertase
B8NLY9	zymogen_protease
B8NM66	unassigned
B8NMK3	zymogen_protease
B8NWE1	convertase
B8NXS9	zymogen_protease
B8NYX1	zymogen_protease
B8XGQ4	zymogen_protease
B8XGQ5	zymogen_protease
B8XGQ6	zymogen_protease
B8XGQ7	zymogen_protease
B8XGQ8	zymogen_protease
B8XGR0	zymogen_protease
B8XGR3	zymogen_protease
B8XGR4	zymogen_protease
B8XGR5	zymogen_protease
B8ZRF3	zymogen_protease
B9ENM6	unassigned
B9IY88	zymogen_protease
B9LTS6	zymogen_protease
B9TQX2	unassigned
B9TQX3	unassigned
B9TQX4	unassigned
B9UIY3	convertase
C0HJF6	unassigned
C0HJV7	unassigned
C0HJV8	unassigned
C0HJZ6	convertase
C0HJZ7	convertase
C0HJZ8	convertase
C0HJZ9	convertase
C0HK00	convertase
C0HK01	convertase
C0HK02	convertase
C0HK03	convertase
C0HK26	convertase
C0HKA2	zymogen_protease
C0HKA3	zymogen_protease
C0HKA5	zymogen_protease
C0HKA6	zymogen_protease
C0HKF7	zymogen_protease
C0HKF8	zymogen_protease
C0HKR1	convertase
C0HKS0	convertase
C0HKS1	convertase
C0HKS3	convertase
C0HKS4	convertase
C0HKS5	convertase
C0HKT1	convertase
C0HKT2	convertase
C0HKT3	convertase
C0HKT4	convertase
C0HKU0	convertase
C0HKU2	convertase
C0HKV8	convertase
C0HKV9	convertase
C0HKW7	convertase
C0HL91	convertase
C0HL92	convertase
C0HMD2	unassigned
C0IPP1	convertase
C0IPP2	convertase
C0LRA7	unassigned
C0NM08	unassigned
C0NVM2	zymogen_protease
C0NX46	zymogen_protease
C0S3U8	convertase
C0SAI5	unassigned
C0SGX7	zymogen_protease
C0SJ49	zymogen_protease
C0XTM5	unassigned
C0ZZU7	zymogen_protease
C1AQ26	zymogen_protease
C1ASP7	zymogen_protease
C1BJ98	unassigned
C1ESL5	zymogen_protease
C1G1N6	convertase
C1GDH9	unassigned
C1GG77	zymogen_protease
C1GMY8	zymogen_protease
C1GXD8	zymogen_protease
C1HC91	zymogen_protease
C1HE31	unassigned
C1J5M5	convertase
C1J5M7	convertase
C3L5S4	zymogen_protease
C3LUP3	zymogen_protease
C3MQ16	zymogen_protease
C3MRE5	zymogen_protease
C3MVD5	zymogen_protease
C3MY41	zymogen_protease
C3MZI0	zymogen_protease
C3N5N4	zymogen_protease
C3N7K2	zymogen_protease
C3NE98	zymogen_protease
C3NFX2	zymogen_protease
C3NHF1	zymogen_protease
C3P8M7	zymogen_protease
C3TS04	unassigned
C3TS06	unassigned
C3TS07	unassigned
C3TS08	unassigned
C3TS10	unassigned
C3Z6E6	convertase
C4JEE1	unassigned
C4JH04	convertase
C4JK49	convertase
C4JLL1	zymogen_protease
C4JLQ3	convertase
C4JNM2	zymogen_protease
C4JR56	zymogen_protease
C4JX59	zymogen_protease
C4KHB0	zymogen_protease
C4KIR0	zymogen_protease
C4PRC1	unassigned
C4PWC3	unassigned
C4YHA6	unassigned
C5A2D5	zymogen_protease
C5A7L1	zymogen_protease
C5BVA2	zymogen_protease
C5D4U8	zymogen_protease
C5FBS2	zymogen_protease
C5FBW2	zymogen_protease
C5FCA7	convertase
C5FEK4	zymogen_protease
C5FGX1	zymogen_protease
C5FH26	zymogen_protease
C5FH27	zymogen_protease
C5FHK0	zymogen_protease
C5FII2	zymogen_protease
C5FIK0	zymogen_protease
C5FIT1	convertase
C5FJ19	zymogen_protease
C5FJA5	zymogen_protease
C5FMY5	zymogen_protease
C5FNU8	zymogen_protease
C5FPC2	convertase
C5FPR9	unassigned
C5FPS1	zymogen_protease
C5FQI3	zymogen_protease
C5FR79	convertase
C5FRQ0	zymogen_protease
C5FRX4	zymogen_protease
C5FS55	zymogen_protease
C5FTQ5	zymogen_protease
C5FVN6	zymogen_protease
C5FW30	zymogen_protease
C5FWJ1	zymogen_protease
C5FWQ2	convertase
C5FX29	zymogen_protease
C5FX37	zymogen_protease
C5FXZ6	zymogen_protease
C5FYJ8	zymogen_protease
C5FZ39	zymogen_protease
C5FZ57	zymogen_protease
C5G168	zymogen_protease
C5G1D1	zymogen_protease
C5G6U8	unassigned
C5G8P3	convertase
C5GEU5	zymogen_protease
C5GRP9	zymogen_protease
C5H0C7	convertase
C5H0D4	convertase
C5H0D5	convertase
C5H0D6	convertase
C5H0D7	convertase
C5H0D8	convertase
C5IB03	convertase
C5J886	unassigned
C5J887	convertase
C5J888	convertase
C5JHY1	convertase
C5JKQ0	convertase
C5JX80	zymogen_protease
C5JZS0	unassigned
C5K1Y9	zymogen_protease
C5NZL6	convertase
C5NZT1	zymogen_protease
C5NZY5	convertase
C5P212	zymogen_protease
C5P3T4	convertase
C5P4Z8	zymogen_protease
C5P507	convertase
C5P552	zymogen_protease
C5P6D1	zymogen_protease
C5P6L5	zymogen_protease
C5P7A7	zymogen_protease
C5PCB1	zymogen_protease
C5PE18	convertase
C5PE62	convertase
C5PEI9	zymogen_protease
C5PHW9	unassigned
C5PIJ9	convertase
C6A2V9	zymogen_protease
C6A3R1	zymogen_protease
C6DPV1	zymogen_protease
C6H4F1	unassigned
C6HH71	zymogen_protease
C6WID8	zymogen_protease
C6ZH27	unassigned
C6ZJQ2	unassigned
C7DT09	unassigned
C7FF05	unassigned
C7GQJ1	unassigned
C7LYP7	zymogen_protease
C7MWV7	zymogen_protease
C7NQ99	zymogen_protease
C7NVQ4	zymogen_protease
C7P6N4	zymogen_protease
C7PVV2	zymogen_protease
C7R403	zymogen_protease
C7YQJ2	zymogen_protease
C7Z3B7	zymogen_protease
C7Z6W1	zymogen_protease
C8XAQ4	zymogen_protease
C9D7R2	zymogen_protease
C9D7R3	zymogen_protease
C9E1R7	zymogen_protease
C9E1R8	zymogen_protease
C9E1S0	zymogen_protease
C9EIC7	convertase
C9REN7	zymogen_protease
C9Z4D0	zymogen_protease
D0KRX1	zymogen_protease
D0KTH0	zymogen_protease
D0LDT1	zymogen_protease
D0PX84	convertase
D0PX85	convertase
D1A2S9	zymogen_protease
D1A3V2	zymogen_protease
D1BHT9	zymogen_protease
D1BS26	zymogen_protease
D1MEI6	unassigned
D1MEI8	unassigned
D1MZV3	convertase
D1Z199	zymogen_protease
D1ZG13	zymogen_protease
D2ATV1	zymogen_protease
D2DGD3	unassigned
D2DGD4	unassigned
D2KX90	convertase
D2KX91	convertase
D2KX92	convertase
D2PDG6	zymogen_protease
D2PK63	zymogen_protease
D2Q4H4	zymogen_protease
D2RGT4	zymogen_protease
D2RQX3	zymogen_protease
D2RUI0	zymogen_protease
D2S6E2	zymogen_protease
D2Y168	unassigned
D2Y171	unassigned
D2Y236	unassigned
D2Y237	unassigned
D2Y239	unassigned
